input,context,expected_output
"(Yoichi, bureau chief of the American General Bureau of the Asahi Shimbun, “Return from 9/11 PTSD to Global Leader,” Washington Quarterly, Fall 2008, lexis)
The administration has become a prisoner to the newly emergent threats that it faces. It is therefore encouraging to see the emergence of a new strategic discussion within the United States that recognizes the fact that nonstate actors such as al Qaeda ""do not pose an existential threat"" to the United States. 4 Al Qaeda rejects the expansion of U.S. values, especially in the Middle East, and has proven that it can inflict enormous pain on the United States and its friends and allies and disrupt regions and the globe through terrorist attacks. Yet, it possesses neither the strategic vision nor the capability to topple the existing world order and U.S. predominance. Overreactions based on the overestimation of such threats were the fundamental reasons underlying the failure of the current U.S. strategy. A calm and objective reassessment of the threats and challenges must be the first step toward restoration of the U.S. reputation.",summarize the following text: ,"It is encouraging to see the emergence of a new strategic discussion within the United States that recognizes the fact that nonstate actors such as al Qaeda ""do not pose an existential threat"" to the United States Al Qaeda possesses neither the strategic vision nor the capability to topple the existing world order and U.S. predominance"
"There is, however, another trend at play. Economic crises tend to fragment regimes and divide polities. A decrease in cohesion at the political leadership level and at the electorate level reduces the ability of the state to coalesce a sufficiently strong political base required to undertake costly balancing measures such as economic costly signals. Schweller (2006) builds on earlier studies (sec, e.g., Christensen, 1996; Snyder, 2000) that link political fragmentation with decisions not to balance against rising threats or to balance only in minimal and ineffective ways to demonstrate a tendency for states to 'underbalance'. Where political and social cohesion is strong, states are more likely to balance against rising threats in effective and costly ways. However, 'unstable and fragmented regimes that rule over divided polities will be significantly constrained in their ability to adapt to systemic incentives; they will be least likely to enact bold and costly policies even when their nation's survival is at stake and they are needed most' (Schweller, 2006, p. 130).",summarize the following text: ,"There is another trend at play. Economic crises fragment regimes A decrease in cohesion at the leadership level reduces the ability of the state to coalesce a strong political base required to undertake costly balancing measures Schweller builds on earlier studies that link fragmentation with decisions not to balance against rising threats Where cohesion is strong, states are more likely to balance unstable regimes that rule over polities will be constrained in their ability to adapt to systemic incentives they will be least likely to enact costly policies even when their nation's survival is at stake"
"[American Law and Legal Information Library, http://law.jrank.org/pages/1880/Prostitution-Regimes-prohibition-criminalization-regulation.html#ixzz3JKp8jdwf ETB]
A growing tendency is to make use of strategies for spatially segregating prostitution and activities associated with it in order to manage or minimize perceived externalities. This echoes the long-time practice in many cities where overt prostitution is de facto shunted into specific enclaves, often called ""red light districts."" These have usually been ""low-rent"" neighborhoods, that is, low-valued land-use urban zones, in or near ethnic minority or migrants' residential areas. It is illustrative of the spatial logic of minimizing the social costs of prostitution that the only place where it is legally tolerated in the United States are certain rural counties of Nevada—areas with very low population densities whose economic development alternatives include military weapons testing sites and toxic waste dumps.",summarize the following text: ,"ETB]
A growing tendency is to segregat prostitution associated overt prostitution is shunted into specific enclaves These have usually been ""low-rent"" neighborhoods in or near ethnic minority or migrants' residential areas the only place where it is legally tolerated are areas whose development alternatives include weapons testing and waste dumps."
"(Tania, writer for the Guardian, ""Chinese frigate runs aground in disputed part of South China Sea,"" 2012, http://www.guardian.co.uk/world/2012/jul/13/chinese-frigate-runs-aground-sea)
Ian Storey of the Institute of South-east Asian Studies in Singapore said that while the grounding was in itself unlikely to escalate tensions, it indicated the growing militarisation of the waters. ""Resolution of the dispute is even further out of reach,"" he added. ""No one seriously envisages a major conflict in the South China Sea because it's not in anyone's interests. They depend on those sea lanes for the continued functioning of their economies.¶ ""The real risk is that an accidental clash occurs and escalates. In my mind, it is just a matter of time before one of these standoffs gets really ugly and people get killed.""¶ Tensions have been building in the area since 2007, with increasing keenness to claim the energy resources, and growing pressure from nationalists in several of the countries. Vietnam has seen unusual street protests over the dispute in the past few weeks.",summarize the following text: ,"No one seriously envisages a major conflict in the South China Sea because it's not in anyone's interests. They depend on those sea lanes for their economies. ""The real risk is that an accidental clash occurs and escalates it is just a matter of time before one of these standoffs gets really ugly and people get killed."""
"[David W., Gladys Hall Coates Professor of Public Law and Government. UNC School of Government Special Series 15, January 1997. http://www.sog.unc.edu/node/1473 ETB]
A local government concerned about the impacts of sexually oriented businesses can do several things. Exhibition of obscenity and indecent exposure—as well as other criminal sexual activity such as prostitution—are crimes and have been totally banned by the state. Zoning restrictions on sexually oriented businesses can be adopted to minimize the adverse effects these uses may have on surrounding neighborhoods. These businesses can be limited to certain zoning districts and be kept a reasonable distance away from residential areas, places of assembly, and other sensitive land uses. Local governments can require premises for adult uses to be separated from one another so as to prevent an unwholesome concentration of adult businesses. Reasonable regulations can also be adopted to govern the operation of adult businesses to reduce the potential for criminal activity and assure responsible operation.",summarize the following text: ,"A local government concerned about sexually oriented businesses can do several things Zoning restrictions on sexually oriented businesses can be adopted to minimize the adverse effects these uses may have on surrounding neighborhoods. These businesses can be limited to certain zoning districts and be kept a reasonable distance away from residential areas, places of assembly, and other sensitive land uses. Local governments can require premises for adult uses to be separated from one another so as to prevent an unwholesome concentration of adult businesses."
"Similarly, the UW-M study concluded that hemp production “is not likely to generate sizeable profits” and although hemp may be “slightly more profitable than traditional row crops” it is likely “less profitable than other specialty crops” due to the “current state of harvesting and processing technologies, which are quite labor intensive, and result in relatively high per unit costs.”26 The study highlights that U.S. hemp growers could be affected by competition from other world producers as well as by certain production limitations in the United States, including yield variability and lack of harvesting innovations and processing facilities in the United States, as well as difficulty transporting bulk hemp. The study further claims that most estimates of profitability from hemp production are highly speculative, and often do not include additional costs of growing hemp in a regulated market, such as the cost associated with “licensing, monitoring, and verification of commercial hemp.”27",summarize the following text: ,"the study conclude hemp production “is not likely to generate sizeable profits” and although hemp may be “slightly more profitable than traditional row crops” it is less profitable than other specialty crops” due to the “current state of harvesting and processing technologies, which are  labor intensive, and result in high per unit costs U.S. hemp growers could be affected by competition from other world producers as well as production limitations in the U S including yield variability and lack of harvesting innovations and processing facilities as well as difficulty transporting bulk hemp. estimates of profitability from hemp production are highly speculative, and do not include additional costs of growing hemp in a regulated market, such as cost associated with “licensing, monitoring, and verification of commercial hemp"
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"There is, however, another trend at play. Economic crises tend to fragment regimes and divide polities. A decrease in cohesion at the political leadership level and at the electorate level reduces the ability of the state to coalesce a sufficiently strong political base required to undertake costly balancing measures such as economic costly signals. Schweller (2006) builds on earlier studies (sec, e.g., Christensen, 1996; Snyder, 2000) that link political fragmentation with decisions not to balance against rising threats or to balance only in minimal and ineffective ways to demonstrate a tendency for states to 'underbalance'. Where political and social cohesion is strong, states are more likely to balance against rising threats in effective and costly ways. However, 'unstable and fragmented regimes that rule over divided polities will be significantly constrained in their ability to adapt to systemic incentives; they will be least likely to enact bold and costly policies even when their nation's survival is at stake and they are needed most' (Schweller, 2006, p. 130).",summarize the following text: ,"There is another trend at play. Economic crises fragment regimes A decrease in cohesion at the leadership level reduces the ability of the state to coalesce a strong political base required to undertake costly balancing measures Schweller builds on earlier studies that link fragmentation with decisions not to balance against rising threats Where cohesion is strong, states are more likely to balance unstable regimes that rule over polities will be constrained in their ability to adapt to systemic incentives they will be least likely to enact costly policies even when their nation's survival is at stake"
"To put it another way, the evidence of experience, whether conceived through a metaphor of visibility or in any other way that takes meaning as transparent, reproduces rather than contests given ideological systems-those that assume that the facts of history speak for themselves and, in the case of histories of gender, those that rest on notions of a natural or established opposition between sexual practices and social conventions, and between homosexuality and heterosexuality. Histories that document the ""hidden"" world of homosexuality, for example, show the impact of silence and repression on the lives of those affected by it and bring to light the history of their suppression and exploitation. But the project of making experience [known] visible precludes critical examination of the workings of the ideological system itself, its categories of representation (homosexual/heterosexual, man/woman, black/white as fixed immutable identities), its premises about what these categories mean and how they operate, its notions of subjects, origin, and cause.",summarize the following text: ,"the evidence of experience assume that the facts of history speak for themselves the project of making experience [known] visible precludes critical examination of the workings of the ideological system itself, its categories of representation (homosexual/heterosexual, man/woman, black/white as fixed immutable identities), its premises about what these categories mean and how they operate, its notions of subjects, origin, and cause."
"To put it another way, the evidence of experience, whether conceived through a metaphor of visibility or in any other way that takes meaning as transparent, reproduces rather than contests given ideological systems-those that assume that the facts of history speak for themselves and, in the case of histories of gender, those that rest on notions of a natural or established opposition between sexual practices and social conventions, and between homosexuality and heterosexuality. Histories that document the ""hidden"" world of homosexuality, for example, show the impact of silence and repression on the lives of those affected by it and bring to light the history of their suppression and exploitation. But the project of making experience [known] visible precludes critical examination of the workings of the ideological system itself, its categories of representation (homosexual/heterosexual, man/woman, black/white as fixed immutable identities), its premises about what these categories mean and how they operate, its notions of subjects, origin, and cause.",summarize the following text: ,"the evidence of experience assume that the facts of history speak for themselves the project of making experience [known] visible precludes critical examination of the workings of the ideological system itself, its categories of representation (homosexual/heterosexual, man/woman, black/white as fixed immutable identities), its premises about what these categories mean and how they operate, its notions of subjects, origin, and cause."
"A MAJORITY of Americans now favour the legalisation of marijuana. Two decades ago, 80% opposed it. Remarkably, about a third of the swing in public opinion came in just the past three years. It seems the tide has turned. However, William Galston and E.J. Dionne, scholars at the Brookings Institution, warn legalisers not to get too excited.
MARKED
""Support for legalization, though growing markedly"", they write, ""is not as intense as opposition, and is likely to remain relatively shallow so long as marijuana itself is not seen as a positive good."" The trend in favour of legal weed, they observe, is not as inexorable as the trend toward the legal recognition of same-sex marriages. Much of the support for legalisation comes from the increasingly widespread belief that the benefits of prohibition have not outweighed the costs. Such pragmatism may be enough to shift opinions about the wisdom of legalisation, but it rarely generates the moral passion necessary to overwhelm fervent moral opposition and bring about lasting change.",summarize the following text: ,"Galston and Dionne scholars at the Brookings Institution warn legalisers not to get too excited
Support for legalization is not as intense as opposition, and is likely to remain relatively shallow support comes from the belief that benefits of prohibition have not outweighed the costs. Such pragmatism rarely generates the moral passion necessary to overwhelm fervent moral opposition and bring about lasting change"
"Whatever the proposed system, regulation may not be readily accomplished. Once a market is lawful, half-way measures that allow for sellers but not for buyers might prove inoperative. Effectively regulated markets typically involve so-called ‘natural monopolies’ wherein entry points can be effectively policed. (Think of electric power, telephone service and railroads.) By contrast, in kidney sale, with almost everyone eligible to enter the market, oversight will not be easily established or maintained. So too, as most students of regulated markets are quick to admit, change almost inevitably carries unintended consequences. Deregulate the market in energy trading and Enron scandals occur; deregulate the telephone market and the communications industry is transformed; deregulate the savings and loan business and corruption breaks out. Hence, the question must be asked: since practices may develop in ways that cannot be predicted or controlled, are we ready to live with a system that makes kidneys a commodity?",summarize the following text: ,"Whatever the proposed system, regulation may not be readily accomplished , half-way measures that allow for sellers but not for buyers might prove inoperative. Effectively regulated markets typically involve so-called ‘natural monopolies’ wherein entry points can be effectively policed. in kidney sale, with almost everyone eligible to enter the market, oversight will not be easily established or maintained change almost inevitably carries unintended consequences. Deregulate the market in energy trading and Enron scandals occur; deregulate the telephone market and the communications industry is transformed; deregulate the savings and loan business and corruption breaks out , are we ready to live with a system that makes kidneys a commodity?"
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"Associate Law Professor – Shepard Broad Law Center @ Nova University, Summer in ’93 14 Mich. J. Int'l L. 827
Perhaps the most fundamental weakness in the present human rights normative framework is its continuing textual and interpretive indeterminacy. To varying degrees depending upon the right, the catalogue of rights consists of extremely vague, generally stated principles. 55 Many important rights are described in highly elastic terms such as rights to ""equal protection of the law,"" ""freedom of thought,"" ""self-determination,"" ""work,"" ""just and favorable conditions of work,"" ""an adequate standard of living,"" and prohibitions against ""discrimination."" 56 While some [*840]  degree of abstraction and general language is perhaps necessary to any multilateral human rights treaty, 57 such language provides little textual guidance as to a right's specific content and meaning. 58 Experience has shown that formal State consensus over such broadly worded human rights standards tells us little about the depth of actual State agreement about such content. 59",summarize the following text: ,"the most fundamental weakness in the present human rights normative framework is its continuing textual and interpretive indeterminacy the catalogue of rights consists of extremely vague, generally stated principles. important rights are described in highly elastic terms such language provides little textual guidance as to a right's specific content and meaning"
"This paper continues my discussion (Scheper-Hughes 2000b, 2001a, 2001b, 2002) of the darker side of transplant practice. In all, three crucial points about the organs trade have emerged. The first is about invented scarcities and artificial needs within a new context of highly fetishized ‘fresh’ organs. The scarcity of cadaver organs has evolved into an active trade in ‘surplus’ organs from living ‘ suppliers’ as well as in new forms of ‘biopiracy’. The second point concerns the transplant rhetoric of altruism masking real demands for human sacrifice. The third point concerns surplus empathy and the relative visibility of two distinct populations – excluded and invisible organ givers and included and highly visible organ receivers. We have found almost everywhere a new form of globalized ‘apartheid medicine’ that privileges one class of patients, organ recipients, over another class of invisible and unrecognized ‘non-patients’, about whom almost nothing is known – an excellent place for a critical medical anthropologist (Scheper-Hughes 1990) to begin.",summarize the following text: ,"We have found almost everywhere a new form of globalized ‘apartheid medicine’ that privileges one class of patients, organ recipients, over another class of invisible and unrecognized ‘non-patients’, about whom almost nothing is known"
"WASHINGTON, July 25 (Reuters) - Energy-related carbon dioxide emissions from developing countries will be 127 percent higher than in the world's most developed economies by 2040, according to figures released Thursday by the U.S. Energy Information Administration (EIA).
Under the policies currently in place worldwide, carbon emissions will grow 46 percent by 2040 from a 2010 baseline, the EIA projected in its biennial International Energy Outlook.
Energy-related emissions will total around 45.5 billion tonnes in 2040, up from a reference level of 31.2 billion tonnes in 2010, said the agency, which is part of the U.S. Department of Energy.
Developing countries' carbon dioxide emissions will outpace emissions from the developed countries of the Organisation for Economic Co-operation and Development (OECD) over the next three decades due to their generally stronger rate of economic growth and continued use of fossil fuels.",summarize the following text: ,"Energy-related carbon dioxide emissions will be 127 percent higher
carbon emissions will grow 46 percent by 2040
carbon dioxide emissions will outpace emissions from the developed countries"
"Industrial hemp is mostly a red herring. A number of European countries as well as China and Canada have legal industrial hemp production, yet the industry there remains stalled at relatively small scale. It is not clear why farming hemp in Colorado would outcompete Canadian farmers or European farmers (who are subsidized), and none of those countries competes effectively with China (which dominates global production). From a practical perspective, other materials are simply better than industrial hemp for most applications. Manila hemp (a different genus from cannabis) had already largely displaced cannabis hemp even before synthetic materials came on the scene in the 20th century. Industrial hemp’s greatest asset is often its “hempness,” which can induce some people to pay a premium for a T-shirt made with hemp, akin to the way that some people once happily paid more for a shirt whose label said “Union Made” or “Made in the USA.”",summarize the following text: ,"Industrial hemp is a red herring. A number of European countries as well as China and Canada have legal industrial hemp production, yet the industry there remains stalled at small scale. It is not clear why farming hemp in Colorado would outcompete Canadian or European farmers (who are subsidized), and none of those countries competes effectively with China (which dominates global production). From a practical perspective, other materials are simply better than industrial hemp for most applications. Manila hemp (a different genus from cannabis) had already largely displaced cannabis hemp even before synthetic materials came on the scene hemp’s greatest asset is often its “hempness,” which can induce some people to pay a premium for a T-shirt made with hemp"
"Sex trafficking and prostitution are extremely similar, except in rare cases where someone willingly chooses to pimp him or herself to clients for money. The reality is that over 90% of prostituted persons do not want to be involved in prostitution but feel that they are trapped by their pimps or their dire financial situation. Sex trafficked persons are not willing to prostitute themselves and have been either forced or manipulated into prostitution. It is also important to note that all prostituted minors are automatically defined by the U.S. Trafficking Victims Protection Act (TVPA) as victims of sex trafficking. In cases of both sex trafficking and prostitution, pimps and traffickers often have control over the prostituted person in terms of movement, eating habits, earned income, fashion, and social life. Essentially, the pimp controls the freedom of the prostituted person who is seen as nothing more than his commodity.",summarize the following text: ,"The reality is that over 90% of prostituted persons do not want to be involved in prostitution but feel that they are trapped by their pimps or their dire financial situation. Sex trafficked persons are not willing to prostitute themselves and have been either forced or manipulated into prostitution. In cases of both sex trafficking and prostitution, pimps and traffickers often have control over the prostituted person in terms of movement, eating habits, earned income, fashion, and social life. Essentially, the pimp controls the freedom of the prostituted person who is seen as nothing more than his commodity."
"NYU Journal of Law and Liberty  The Kidney Crisis
http://lawandlibertyblog.com/nyujll/2014/10/28/the-kidney-crisis
A second objection is that the voluntary market will discriminate against the poor who do not have the means to pay. To this point, two responses are in order. First, right now rich people can influence the UNOS allocation process to work their way up the queue. Richer people have more contacts and more resources to spend on getting themselves on, if necessary, multiple queues. Worse still, there are all sorts of opportunities to divert cadaveric organs to favored recipients, as major transplant centers can keep harvested organs for their own patients by claiming that their condition renders them unfit to be transferred elsewhere. No system that allocates huge benefits for zero or below market price will be immune from influence, whether we are talking about rent-controlled units in Manhattan or unassigned kidney organs, whose donor, often young and poor, receives not one cent from the successful transfer.",summarize the following text: ,"A objection is that the voluntary market will discriminate against the poor who do not have the means to pay. To this point, , right now rich people can influence the UNOS allocation process to work their way up the queue. Richer people have more contacts and more resources to spend on getting themselves on, if necessary, multiple queues. Worse still, there are all sorts of opportunities to divert cadaveric organs to favored recipients, as major transplant centers can keep harvested organs for their own patients by claiming that their condition renders them unfit to be transferred elsewhere. No system that allocates huge benefits for zero or below market price will be immune from influence,"
"NYU Journal of Law and Liberty  The Kidney Crisis
http://lawandlibertyblog.com/nyujll/2014/10/28/the-kidney-crisis
So why not take the plunge? One standard objection is that individuals could be “coerced” into selling their organs. But this argument is exactly backwards. To find coercion, look no further than the family situation where one member is an organ match for a sibling or a child, but has serious qualms about taking the risk in question. Now money or in-kind benefits cannot be offered to offset that risk. So the full array of nonstop family pressures can be imposed in order to get the reluctant relative to change his or her mind. But in an open market, the potential of thousands of unrelated donors makes it both impossible and unnecessary to bring subtle pressures to bear on these strangers. Coercion is not an inherent consequence of voluntary exchanges. Rather, it is a far greater risk when only uncompensated transfers can be allowed.",summarize the following text: ,"http://lawandlibertyblog.com/nyujll/2014/10/28/the-kidney-crisis
One standard objection is that individuals could be “coerced” into selling their organs. But this argument is exactly backwards. To find coercion, look no further than the family situation where one member is an organ match for a sibling or a child, but has serious qualms about taking the risk in question. Now money or in-kind benefits cannot be offered to offset that risk. So the full array of nonstop family pressures can be imposed in order to get the reluctant relative to change his or her mind. But in an open market, the potential of thousands of unrelated donors makes it both impossible and unnecessary to bring subtle pressures to bear on these strangers. Coercion is not an inherent consequence of voluntary exchanges. Rather, it is a far greater risk when only uncompensated transfers can be allowed."
"The US-Antigua Gambling case, which has pitted one of the WTO’s tiniest economies against its biggest, is seen as a test of whether the global trade body's dispute settlement system is equitable and fair. Such “fairness” will depend in some part, on how successful Antigua is with its threat to implement the cross retaliation authorization.
Whilst the notion of IP “cross-retaliation” has been doing the rounds for a while, there is considerable uncertainty regarding how this concept will be operationalized and implemented. Developing countries urgently need to work out an optimal model that helps assess losses to the foreign IP owner in a reasonably objective way—this way there is no time lost between the procuring of a favorable order from the WTO sanctioning cross-retaliation and the actual crossretaliation itself. The lack of a credible domestic model has no doubt caused Antigua’s threat of cross retaliation to be taken less seriously by the US.",summarize the following text: ,"The US-Antigua Gambling case is seen as a test of whether the global trade body's dispute settlement system is equitable and fair Such “fairness” will depend on how successful Antigua is with its threat to implement the cross retaliation authorization
there is considerable uncertainty regarding how this concept will be operationalized and implemented Developing countries urgently need to work out an optimal model that helps assess losses to the foreign IP owner in a reasonably objective way"
"The second view of China’s ambitions is that they are far-reaching. The examples of nazi Germany, Imperial Japan and stalinist Russia lead some to assume that any rising power must inevitably aim to overturn every aspect of the preexisting order—territorial, economic, political, ideological, even moral. many people fear that China too has these ambitions. but this fear underestimates China’s immense stake in many aspects of the current order of which it has been by far the biggest beneficiary. In this way, it is very unlike the disruptive rising powers of the 20th century—there is no evidence that China has territorial ambitions, notwithstanding its assertiveness in the south China sea. It has no political or ideological agendas, and no reason to change the economic order. In fact, China seems to want to change very little about the global or regional order except its own role in it, and even there its leadership ambitions seem primarily limited to Asia.",summarize the following text: ,"any rising power must inevitably aim to overturn the preexisting order many people fear that China too has these ambitions but this fear underestimates China’s immense stake in many aspects of the current order of which it has been by far the biggest beneficiary. it is very unlike the disruptive rising powers of the 20th century there is no evidence that China has territorial ambitions It has no political or ideological agendas, and no reason to change the economic order. China seems to want to change very little about the global or regional order and its ambitions seem limited to Asia"
"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity, not always acknowledged by the INCB. And sometimes schemes perfectly justifiable in principle have been applied with a “pragmatic” dose of hypocrisy. The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses to questionable limits. Examples are the legal contradictions around the backdoor of the Dutch coffeeshops; the expansion of medical marijuana schemes in some U.S. states into recreational use; and the establishment of large-scale commercial cannabis social clubs in Spain. Indeed, while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world, the reputational (and possibly economic) costs of treaty breach are likely to deter most states from moving beyond some form of soft defection.",summarize the following text: ,"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world reputational costs of treaty breach are likely to deter most states from moving beyond soft defection"
"It's important, first of all, to understand that neither of these options has anything to do with ""legalization."" Legalizing a drug removes the prohibition on its production, sale or consumption, albeit with government regulation. Uruguay is the only nation to have recently approved legislation to legalize marijuana, which will allow the government to control most of the stages from production to consumption. Colorado and Washington are the only U.S. states to have legalized the recreational use of marijuana; possession and sale for medical purposes is permitted in 20 other states. However, marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic. Even though the U.S. Department of Justice has indicated it is reconsidering whether it will enforce federal penalties, marijuana legalization still violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs.",summarize the following text: ,"marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic marijuana legalization violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs."
"The reasons for the lack of organ donors may often be due to the donation system which exists within a country; Johnson and Goldstein note that when opt-in donation systems are present: donation rates can be as low as 4.25% of the population, as in Denmark; conversely donation rates for opt-out systems average around 98%, a trend demonstrated in countries such as France, Austria and Portugal. Cultural differences appear to have an impact on donation, New Mexico Donor Services 2003 report states that the Roma people are opposed to the donation of organs, a tentative link may be made between their high concentration in Eastern Europe and those countries’ low donation rates (New Mexico Donor Services). The Japan Organ Transplant Network argues that the scandal and corruption surrounding the country’s first heart transplant operation has lead to a national mindset of distrust (Japan Organ Transplant Network). This has been substituted for the crippling lifestyle disease rates that have caused organ shortages in the western world.",summarize the following text: ,"Johnson and Goldstein note that when opt-in donation systems are present: donation rates can be as low as 4.25% of the population, conversely donation rates for opt-out systems average around 98%, a trend demonstrated in countries such as France, Austria and Portugal"
"There have been several attempts to explain why this occurs. One commentator has suggested that this outcome is a result of psychological factors.  n150 He suggests that individuals may have negative feelings towards organ procurement because of its relationship with death and that these feelings impact the legal systems designed to encourage donation.  n151 Emotional issues involved may deter the decedent's family from agreeing to donation, as well as prevent health care professionals from feeling comfortable enough to sensitively request donation from the family.  n152 Therefore, he proposes that the solution to the organ shortage lies in addressing the psychological issues involved in procurement rather than adopting more restrictive legal regimes, like presumed consent.  n153 This solution could be accomplished by educating health providers about the need to ask families for consent and by providing training that allows them to do so in a manner that respects the family's grieving,  n154 These measures alone, he argues, would significantly increase the number of organ donors.",summarize the following text: ,"One commentator proposes that the solution to the organ shortage lies in addressing the psychological issues involved in procurement rather than adopting more restrictive legal regimes, This solution could be accomplished by educating health providers about the need to ask families for consent and by providing training that allows them to do so in a manner that respects the family's grieving, These measures alone, he argues, would significantly increase the number of organ donors."
"The Sinaloa cartel and Tijuana cartel would likely expand into the cocaine, heroin, and methamphetamine networks. Several experts agree that if marijuana were no longer a profitable enterprise for the Sinaloa cartel and Tijuana cartel they would shift towards trafficking in other profitable drugs.126 What is less clear, however, is how this type of transition would affect violence. As mentioned earlier in this paper, the Gulf Cartel, La Familia, and the Juarez cartel are already heavily committed to the cocaine, heroin, and methamphetamine industries to various extents. These other DTOs might respond violently to any attempts by the Sinaloa cartel or Tijuana cartel to take any of their shares of the trafficking market. Given that its revenue streams were disrupted, there is also the possibility that the Sinaloa cartel would make a deal with its allies, the Gulf Cartel and La Familia, rather than fight them. The implications of this are unclear. If this occurs then the legalization of marijuana will have brought few security dividends.",summarize the following text: ,"The Sinaloa cartel and Tijuana cartel would likely expand into the cocaine, heroin, and methamphetamine networks the Gulf Cartel, La Familia, and the Juarez cartel are already heavily committed to  cocaine, heroin, and methamphetamine These other DTOs might respond violently to any attempts by the Sinaloa cartel or Tijuana cartel to take any of their shares of the trafficking market there is also the possibility that the Sinaloa cartel would make a deal with its allies rather than fight them The implications of this are unclear If this occurs then the legalization of marijuana will have brought few security dividends."
