input,context,expected_output
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall. A market in organs from living donors is one such option. The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace.",summarize the following text: ,"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall.  The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall. A market in organs from living donors is one such option. The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace.",summarize the following text: ,"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall.  The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall. A market in organs from living donors is one such option. The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace.",summarize the following text: ,"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall.  The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"The new chairman of the U.S. Senate Foreign Relations Committee said on Thursday he expected a bill addressing Iran's nuclear program to come to the U.S. Senate floor for debate ahead of a vote in early February, if not sooner. ""I think sometime toward the end of January or the first part of February, you’ll see something being debated on the Senate floor,"" Republican Senator Bob Corker told reporters at a retreat for Republican lawmakers in Hershey, Pennsylvania.",summarize the following text: ,"The chairman of the Senate Foreign Relations Committee said he expected a bill addressing Iran's nuclear program to come to the Senate floor in early February, if not sooner toward the end of January or the first part of February, you’ll see something on the floor"
"George Washington University Law Professor Stephen Salzburg said Obama’s pick will demonstrate if “he wants Holder’s agenda to be fulfilled or whether he wants to see the department take on some new issues.” “I would be surprised if he didn’t appoint someone strong on civil rights, who wants to enforce voting rights act…. I think he’s going to want somebody who is speaks for immigration,” Salzberg said.",summarize the following text: ,G W Law Professor Salzburg said Obama’s pick will demonstrate if “he wants Holder’s agenda to be fulfilled “I would be surprised if he didn’t appoint someone strong on civil rights who wants to enforce voting rights act Salzberg said.
"It should also be noted that allowing the sale of organs would not preclude someone from donating without compensation. n156 Currently, the sale of blood and ova is allowed under law, but many of the donations of these tissues take place without compensation. n157 In fact, giving the donor the right to sell could actually increase the value of an uncompensated donation by providing donors with more power to ensure the recipient receives the surplus value of the organ through contractually stipulated prices to prevent any inflation by middlemen.",summarize the following text: ,"allowing the sale of organs would not preclude someone from donating . Currently, the sale of blood and ova is allowed under law, but many of the donations of these tissues take place without compensation In fact, giving the donor the right to sell could actually increase the value of an uncompensated donation"
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"n30. See Greenwald, supra note 21, at 2 (""'Legalization' - which no EU state has yet adopted - means that there are no prohibitions of any kind under the law on drug manufacturing, sales, possession, or usage.""); Hughes & Stevens, supra note 24, at 999 (""Legalization is defined as the complete removal of sanctions, making a certain behaviour legal and applying no criminal or administrative penalty."").",summarize the following text: ,"(""'Legalization' means that there are no prohibitions of any kind under the law on drug manufacturing, sales, possession, or usage.""); (""Legalization is defined as the complete removal of sanctions, making a certain behaviour legal and applying no criminal or administrative penalty."")."
"The new chairman of the U.S. Senate Foreign Relations Committee said on Thursday he expected a bill addressing Iran's nuclear program to come to the U.S. Senate floor for debate ahead of a vote in early February, if not sooner. ""I think sometime toward the end of January or the first part of February, you’ll see something being debated on the Senate floor,"" Republican Senator Bob Corker told reporters at a retreat for Republican lawmakers in Hershey, Pennsylvania.",summarize the following text: ,"The chairman of the Senate Foreign Relations Committee said he expected a bill addressing Iran's nuclear program to come to the Senate floor in early February, if not sooner toward the end of January or the first part of February, you’ll see something on the floor"
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall. A market in organs from living donors is one such option. The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace.",summarize the following text: ,"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall.  The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"INVESTIGATION INTO THE MEANING OF THE TERM ""UNITED STATES"" http://famguardian.org/subjects/Taxes/ChallJurisdiction/Definitions/freemaninvestigation.htm
In case anyone has trouble with considering the U.S. a corporation, s/he will find this case, decided in 1823, of interest:
The United States is a government, and, consequently, a body politic and corporate This great corporation was ordained and established by the American people
[United States v. Maurice, 26 Fed. Cas. No. 15, 747, 2 Brock 96, Circuit Court, D. Virginia]",summarize the following text: ,"The United States is a government, and, consequently, a body politic and corporate
United States v. Maurice"
"Legalization refers to authentication or certification by an appropriate public authority. It is an act to make something lawful. It may also be called legitimation. For example, legalization of casino gambling refers to making casino gambling lawful; or legalization of assisted suicide refers to making assisted suicide lawful and legitimate, and legal consequences shall not follow a legitimate act.",summarize the following text: ,Legalization refers to authentication or certification by an appropriate public authority. It is an act to make something lawful.
"The new chairman of the U.S. Senate Foreign Relations Committee said on Thursday he expected a bill addressing Iran's nuclear program to come to the U.S. Senate floor for debate ahead of a vote in early February, if not sooner. ""I think sometime toward the end of January or the first part of February, you’ll see something being debated on the Senate floor,"" Republican Senator Bob Corker told reporters at a retreat for Republican lawmakers in Hershey, Pennsylvania.",summarize the following text: ,"The chairman of the Senate Foreign Relations Committee said he expected a bill addressing Iran's nuclear program to come to the Senate floor in early February, if not sooner toward the end of January or the first part of February, you’ll see something on the floor"
"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall. A market in organs from living donors is one such option. The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace.",summarize the following text: ,"While people’s lives continue to be put at risk by the dearth of organs available for transplantation, we must give urgent consideration to any option that may make up the shortfall.  The market should be ethically supportable, and have built into it, for example, safeguards against wrongful exploitation. This can be accomplished by establishing a single purchaser system within a confined marketplace."
"There's no easy answer to this, but it is possible to conceive of a tightly regulated system that could eliminate most if not all of the worst forms of exploitation. Price controls for organ donations, strict rules for participation as donors and recipients, mandatory counseling for prospective donors, enforcement of medical follow-up, quality control checks, a transparent system to ensure clear organ provenance - these are the kind of arrangements that a serious regulator might want to put in place.",summarize the following text: ,"it is possible to conceive of a tightly regulated system that could eliminate most if not all of the worst forms of exploitation. Price controls for organ donations, strict rules for participation as donors and recipients, mandatory counseling for prospective donors, enforcement of medical follow-up, quality control checks, a transparent system to ensure clear organ provenance - these are the kind of arrangements that a serious regulator might want to put in place."
"Perhaps. But there are plenty of other caveats to consider. As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws since their inception (see discussion above). Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law through legislative channels; and other issues, such as healthcare, the environment, and above all jobs appear to rank higher on his list of legislative priorities.",summarize the following text: ,"As much as he may want to reform drug laws on a personal level, Obama is nonetheless hampered by the heritage of an ugly racial history entwined with those same laws Given this history, the president would risk an extraordinary level of political capital on any proposed easing of federal law and other issues, rank higher on his list of legislative priorities."
"The United States holds five percent of the world's population, but 25 percent of the world's inmates.  This is not a reflection of crime rates so much as incarceration policy.  The American criminal justice system is in dire need of reform, and first thing to go should be the private prison model. For-profit prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society.  As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare.",summarize the following text: ,"The United States holds five percent of the world's population, but 25 percent of the world's inmates The American criminal justice system is in dire need of reform prisons are keeping incarceration levels at a record high and holding us back from creating a healthier society As a supposed champion of global human rights, it is ill-advised for the U.S. to permit its own system to clash so strongly with social welfare"
"Drawing on the work of psychotherapy researchers Robert Elliott, Clara Hill and colleagues, the following scheme has been proposed for the write up of qualitative thematic analysis when describing the ‘weighting’ of codes or categories (i.e. the number of interviews that the code/category appeared in). The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example the term ‘around half’ is used to describe 50% plus or minus one interview, and ‘nearly all’ is used to describe 100% minus one or two interviews.",summarize the following text: ,The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example around half’ is used to describe 50% ‘nearly all’ is used to describe 100% minus one or two
"Others pointed to the broader issue of an apparent conflict between the supposed goal of science to promote international interests, and the goal of diplomacy, namely  to advance the national interests of the country that the diplomat is serving. There has been much talk of the need to find a way of achieving  a balance between these two tendencies. Reaching agreement on where that balance should lie is a major challenge. Achieving that balance will be even harder. Already it is clear from this meeting that science diplomacy is easier said than done.",summarize the following text: ,"Others pointed to the broader issue of an apparent conflict between the supposed goal of science to promote international interests and the goal of diplomacy, namely  to advance the national interests of the country that the diplomat is serving Reaching agreement on where that balance should lie is a major challenge Achieving that balance will be even harder Already it is clear from this meeting that science diplomacy is easier said than done"
"Domestic demand for natural gas comes from four general uses: Residential and commercial: 22%; space heating and cooking. Industrial: 38%; fuel for the pulp and paper, metal, chemical, petroleum refining and food-processing industries; feedstock for plastic, chemical and fertilizer production. These uses are projected to decline as the economy moves toward less energy-intensive manufacturing processes.",summarize the following text: ,"Domestic demand for natural gas comes from four general uses Industrial: 38%; fuel for the pulp and paper, metal, chemical and feedstock for plastic, chemical and fertilizer production. These uses are projected to decline as the economy moves toward less energy-intensive manufacturing processes"
"Finally, political ignorance makes it more difficult for prediction markets to function at all. In part because most of the public is either unaware of prediction markets or does not understand their value, there was little outcry over the US government’s recent crackdown on Intrade, one of the largest prediction market sites. The Commodity Futures Trading Commission forced Intrade to stop taking bets from Americans.",summarize the following text: ,political ignorance makes it difficult for prediction markets to function at all because the public is either unaware of prediction markets or does not understand their value there was little outcry over the US government’s recent crackdown
"(A quick note: This calculation doesn’t account for Thursday afternoon’s ruling by the Kansas Supreme Court, which took Democrat Chad Taylor off the ballot.)
Over the past 48 hours, new polls have indicated that Republicans are very much alive in Colorado and Iowa. President Obama won both states in 2012, and they haven’t generally been part of what’s thought to be the easiest path to a GOP majority in 2014 (that path is picking up Alaska, Arkansas, Louisiana, Montana, South Dakota and West Virginia while holding on to Kansas).",summarize the following text: ,"new polls have indicated that Republicans are very much alive in Colorado and Iowa Obama won both in 2012 and they haven’t generally been part of what’s thought to be the easiest path that path is picking up Alaska, Arkansas, Louisiana, Montana, South Dakota and West Virginia while holding on to Kansas"
"Drawing on the work of psychotherapy researchers Robert Elliott, Clara Hill and colleagues, the following scheme has been proposed for the write up of qualitative thematic analysis when describing the ‘weighting’ of codes or categories (i.e. the number of interviews that the code/category appeared in). The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example the term ‘around half’ is used to describe 50% plus or minus one interview, and ‘nearly all’ is used to describe 100% minus one or two interviews.",summarize the following text: ,The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example around half’ is used to describe 50% ‘nearly all’ is used to describe 100% minus one or two
"“About America: How the United States is Governed” [http://photos.state.gov/libraries/korea/49271/dwoa_122709/US_Governed.pdf#page=1&zoom=auto,-100,717] //
As a federal system of government, the United States has several layers of government ranging from the federal government at the national level, to state and local governments. Two of these layers—the national and state—are addressed in the U.S. Constitution.",summarize the following text: ,"the U S has several layers of government ranging from the federal government at the national level, to state and local governments"
"legalize verb approve, authorize, bring into conformity with law, confirm, confirm by law, decree by law, enact by law, ferre, legislate, legitimate, legitimatize, make lawful, make legal, order by law, permit by law, pronounce legal, sanction, sanction by law, validate
See also: allow, approve, authorize, certify, confirm, constitute, establish, formalize, legitimate, notarize, pass, seal, validate",summarize the following text: ,"legalize approve, authorize, bring into conformity with law confirm by law legitimate legitimatize make lawful, make legal validate"
"Drawing on the work of psychotherapy researchers Robert Elliott, Clara Hill and colleagues, the following scheme has been proposed for the write up of qualitative thematic analysis when describing the ‘weighting’ of codes or categories (i.e. the number of interviews that the code/category appeared in). The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example the term ‘around half’ is used to describe 50% plus or minus one interview, and ‘nearly all’ is used to describe 100% minus one or two interviews.",summarize the following text: ,The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example around half’ is used to describe 50% ‘nearly all’ is used to describe 100% minus one or two
"***WAKE EV ENDS HERE***
Dame Sally added: “I tell the politicians: I don’t want to see my children, their children or even myself in hospital with an untreatable infection. Would they want to be the government on watch when the health service falls over because they didn’t take action early enough to make sure we had new antibiotics and conserved the ones we already had?”
Strategies to combat AMR will likely fall into two categories: cutting back excessive use, and developing new drugs and alternative treatments.",summarize the following text: ,"Strategies to combat AMR will likely fall into two categories: cutting back excessive use, and developing new drugs and alternative treatments"
"***WAKE EV ENDS HERE***
Dame Sally added: “I tell the politicians: I don’t want to see my children, their children or even myself in hospital with an untreatable infection. Would they want to be the government on watch when the health service falls over because they didn’t take action early enough to make sure we had new antibiotics and conserved the ones we already had?”
Strategies to combat AMR will likely fall into two categories: cutting back excessive use, and developing new drugs and alternative treatments.",summarize the following text: ,"Strategies to combat AMR will likely fall into two categories: cutting back excessive use, and developing new drugs and alternative treatments"
"Drawing on the work of psychotherapy researchers Robert Elliott, Clara Hill and colleagues, the following scheme has been proposed for the write up of qualitative thematic analysis when describing the ‘weighting’ of codes or categories (i.e. the number of interviews that the code/category appeared in). The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example the term ‘around half’ is used to describe 50% plus or minus one interview, and ‘nearly all’ is used to describe 100% minus one or two interviews.",summarize the following text: ,The intention is to use ‘plain English’ terms to describe the frequency of occurrence. For example around half’ is used to describe 50% ‘nearly all’ is used to describe 100% minus one or two .
"legalize verb approve, authorize, bring into conformity with law, confirm, confirm by law, decree by law, enact by law, ferre, legislate, legitimate, legitimatize, make lawful, make legal, order by law, permit by law, pronounce legal, sanction, sanction by law, validate
See also: allow, approve, authorize, certify, confirm, constitute, establish, formalize, legitimate, notarize, pass, seal, validate",summarize the following text: ,"legalize approve, authorize, bring into conformity with law confirm by law legitimate legitimatize make lawful, make legal validate"
